,title
1309,Wishmaster
1310,A Thousand Acres
1311,The Game
1312,Fire Down Below
1313,U Turn
1314,The Matchmaker
1315,The Assignment
1316,A Smile Like Yours
1317,Ulee's Gold
1318,The Ice Storm
1319,Stag
1320,Chasing Amy
1321,Def Jam's How to Be a Player
1322,The Full Monty
1323,Alive and Kicking
1324,Mrs Brown
1325,I Know What You Did Last Summer
1326,The Devil's Advocate
1327,RocketMan
1328,Playing God
1329,The House of Yes
1330,"Fast, Cheap & Out of Control"
1331,Year of the Horse
1332,Gattaca
1333,FairyTale: A True Story
1334,Phantoms
1335,Wonderland
1336,A Life Less Ordinary
1337,Eve's Bayou
1338,Switchback
1339,Stripes
1340,Bean
1341,Mad City
1342,One Night Stand
1343,The Tango Lesson
1344,Welcome to Sarajevo
1345,Deceiver
1346,The Rainmaker
1347,Boogie Nights
1348,Witness
1349,Starship Troopers
1350,The Joy Luck Club
1351,Sliding Doors
1352,Mortal Kombat: Annihilation
1353,The Truman Show
1354,The Wings of the Dove
1355,Mrs. Dalloway
1356,Red Corner
1357,The Jackal
1358,Anastasia
1359,The Man Who Knew Too Little
1360,Alien: Resurrection
1361,Alien Escape
1362,Amistad
1363,The Apostle
1364,Bent
1365,The Butcher Boy
1366,Deconstructing Harry
1367,Flubber
1368,For Richer or Poorer
1369,Good Will Hunting
1370,Home Alone 3
1371,Midnight in the Garden of Good and Evil
1372,MouseHunt
1373,Office Killer
1374,Scream 2
1375,The Sweet Hereafter
1376,Titanic
1377,Tomorrow Never Dies
1378,The Postman
1379,The Horse Whisperer
1380,The Winter Guest
1381,Jackie Brown
1382,Kundun
1383,Mr. Magoo
1384,The Big Lebowski
1385,Afterglow
1386,My Life in Pink
1387,Great Expectations
1388,3 Ninjas: High Noon at Mega Mountain
1389,Firestorm
1390,Senseless
1391,Wag the Dog
1392,Dark City
1393,Star Kid
1394,Hard Rain
1395,Half Baked
1396,Fallen
1397,Shooting Fish
1398,The Prophecy II
1399,Fallen Angels
1400,Four Days in September
1401,Spice World
1402,Deep Rising
1403,Music from Another Room
1404,The Replacement Killers
1405,The Night Flier
1406,Blues Brothers 2000
1407,The Wedding Singer
1408,Sphere
1409,Palmetto
1410,As Good as It Gets
1411,King of New York
1412,Men with Guns
1413,Twilight
1414,U.S. Marshals
1415,Love and Death on Long Island
1416,Midaq Alley
1417,In God's Hands
1418,Everest
1419,Hush
1420,Suicide Kings
1421,The Man in the Iron Mask
1422,The Newton Boys
1423,Wild Things
1424,Paulie
1425,"A Cool, Dry Place"
1426,Fireworks
1427,Primary Colors
1428,Wide Awake
1429,Two Girls and a Guy
1430,Storefront Hitchcock
1431,The Object of My Affection
1432,Meet the Deedles
1433,Homegrown
1434,Barney's Great Adventure
1435,The Big One
1436,Lost in Space
1437,Mercury Rising
1438,The Spanish Prisoner
1439,City of Angels
1440,The Last Days of Disco
1441,The Odd Couple II
1442,My Giant
1443,He Got Game
1444,The Gingerbread Man
1445,Live Flesh
1446,Zero Effect
1447,Nil by Mouth
1448,The Borrowers
1449,Love Walked In
1450,Kissing a Fool
1451,Krippendorf's Tribe
1452,Kurt & Courtney
1453,Mr. Nice Guy
1454,Taste of Cherry
1455,Character
1456,Junk Mail
1457,Species II
1458,Major League: Back to the Minors
1459,Sour Grapes
1460,Wild Man Blues
1461,The Big Hit
1462,"Dancer, Texas Pop. 81"
1463,Les Misérables
1464,Still Breathing
1465,Clockwatchers
1466,Deep Impact
1467,Woo
1468,Lawn Dogs
1469,Quest for Camelot
1470,Godzilla
1471,Bulworth
1472,Fear and Loathing in Las Vegas
1473,The Opposite of Sex
1474,I Got the Hook Up
1475,Almost Heroes
1476,Hope Floats
1477,Insomnia
1478,The Ugly
1479,A Perfect Murder
1480,Six Days Seven Nights
1481,Can't Hardly Wait
1482,Cousin Bette
1483,High Art
1484,Children of Heaven
1485,Dear Jesse
1486,Dream for an Insomniac
1487,Hav Plenty
1488,Henry Fool
1489,Mulan
1490,The X Files
1491,I Went Down
1492,Doctor Dolittle
1493,Out of Sight
1494,Picnic at Hanging Rock
1495,Smoke Signals
1496,Buffalo '66
1497,Armageddon
1498,Lethal Weapon 4
1499,Madeline
1500,Small Soldiers
1501,Pi
1502,Whatever
1503,There's Something About Mary
1504,Plan 9 from Outer Space
1505,Wings
1506,The Broadway Melody
1507,All Quiet on the Western Front
1508,Cimarron
1509,Grand Hotel
1510,Mutiny on the Bounty
1511,The Great Ziegfeld
1512,The Life of Emile Zola
1513,You Can't Take It With You
1514,How Green Was My Valley
1515,Mrs. Miniver
1516,Going My Way
1517,The Lost Weekend
1518,The Best Years of Our Lives
1519,Gentleman's Agreement
1520,Hamlet
1521,All the King's Men
1522,The Greatest Show on Earth
1523,From Here to Eternity
1524,On the Waterfront
1525,Marty
1526,West Side Story
1527,Tom Jones
1528,A Man for All Seasons
1529,In the Heat of the Night
1530,Oliver!
1531,Midnight Cowboy
1532,The French Connection
1533,Rocky
1534,Kramer vs. Kramer
1535,Ordinary People
1536,Chariots of Fire
1537,Terms of Endearment
1538,Out of Africa
1539,The Last Emperor
1540,Rain Man
1541,Driving Miss Daisy
1542,Take the Money and Run
1543,Klute
1544,Repo Man
1545,Metropolitan
1546,Labyrinth
1547,The Breakfast Club
1548,A Nightmare on Elm Street Part 2: Freddy's Revenge
1549,A Nightmare on Elm Street 3: Dream Warriors
1550,A Nightmare on Elm Street 4: The Dream Master
1551,A Nightmare on Elm Street 5: The Dream Child
1552,Freddy's Dead: The Final Nightmare
1553,Friday the 13th
1554,Friday the 13th Part 2
1555,Friday the 13th Part III
1556,Friday the 13th: The Final Chapter
1557,Friday the 13th: A New Beginning
1558,Friday the 13th Part VI: Jason Lives
1559,Friday the 13th Part VII: The New Blood
1560,Friday the 13th Part VIII: Jason Takes Manhattan
1561,Halloween
1562,Halloween II
1563,Halloween III: Season of the Witch
1564,Halloween 4: The Return of Michael Myers
1565,Halloween 5: The Revenge of Michael Myers
1566,Prom Night
1567,Hello Mary Lou: Prom Night II
1568,Prom Night III: The Last Kiss
1569,Prom Night IV: Deliver Us from Evil
1570,Child's Play
1571,Child's Play 2
1572,Child's Play 3
1573,Poltergeist
1574,Poltergeist II: The Other Side
1575,Poltergeist III
1576,The Exorcist
1577,Exorcist II: The Heretic
1578,The Exorcist III
1579,Lethal Weapon
1580,Lethal Weapon 2
1581,Lethal Weapon 3
1582,Gremlins
1583,Gremlins 2: The New Batch
1584,The Goonies
1585,The Mask of Zorro
1586,Polish Wedding
1587,"This World, Then the Fireworks"
1588,Soylent Green
1589,Metropolis
1590,Back to the Future Part II
1591,Back to the Future Part III
1592,The Poseidon Adventure
1593,Freaky Friday
1594,The Absent-Minded Professor
1595,The Apple Dumpling Gang Rides Again
1596,Babes in Toyland
1597,Bambi
1598,Seven Samurai
1599,Dangerous Liaisons
1600,Dune
1601,The Last Temptation of Christ
1602,The Godfather: Part III
1603,The Rapture
1604,Lolita
1605,Disturbing Behavior
1606,Jane Austen's Mafia!
1607,Saving Private Ryan
1608,Billy's Hollywood Screen Kiss
1609,The Million Dollar Duck
1610,The Barefoot Executive
1611,The Black Cauldron
1612,The Black Hole
1613,Blackbeard's Ghost
1614,Blank Check
1615,Candleshoe
1616,The Cat from Outer Space
1617,Cheetah
1618,The Computer Wore Tennis Shoes
1619,Condorman
1620,D2: The Mighty Ducks
1621,Darby O'Gill and the Little People
1622,The Devil and Max Devlin
1623,A Far Off Place
1624,Flight of the Navigator
1625,The Gnome-Mobile
1626,The Great Mouse Detective
1627,The Happiest Millionaire
1628,Herbie Goes Bananas
1629,Herbie Goes To Monte Carlo
1630,Hocus Pocus
1631,Honey I Blew Up the Kid
1632,"Honey, I Shrunk the Kids"
1633,Hot Lead & Cold Feet
1634,In Search of the Castaways
1635,The Incredible Journey
1636,The Negotiator
1637,The Parent Trap
1638,BASEketball
1639,The Governess
1640,Seventh Heaven
1641,Roger & Me
1642,The Purple Rose of Cairo
1643,Out of the Past
1644,Doctor Zhivago
1645,Fanny & Alexander
1646,The Trip to Bountiful
1647,Tender Mercies
1648,And the Band Played On
1649,The 'Burbs
1650,Fandango
1651,The Night Porter
1652,Mephisto
1653,Blue Velvet
1654,The Journey of Natty Gann
1655,The Jungle Book
1656,Kidnapped
1657,Lady and the Tramp
1658,The Little Mermaid
1659,The Mighty Ducks
1660,The Muppet Christmas Carol
1661,Newsies
1662,One Hundred and One Dalmatians
1663,One Magic Christmas
1664,Peter Pan
1665,Popeye
1666,The Rescuers Down Under
1667,The Rescuers
1668,Return from Witch Mountain
1669,The Return of Jafar
1670,Return to Oz
1671,The Rocketeer
1672,The Shaggy D.A.
1673,Sleeping Beauty
1674,Something Wicked This Way Comes
1675,Son of Flubber
1676,Song of the South
1677,Splash
1678,Squanto: A Warrior's Tale
1679,Steamboat Willie
1680,Tall Tale
1681,Tex
1682,Tron
1683,Swing Kids
1684,Halloween: H20
1685,L.A. Story
1686,The Jerk
1687,Dead Men Don't Wear Plaid
1688,The Man with Two Brains
1689,Grand Canyon
1690,Graveyard Shift
1691,The Outsiders
1692,Indiana Jones and the Temple of Doom
1693,The Lord of the Rings
1694,Nineteen Eighty-Four
1695,The Dead Zone
1696,Maximum Overdrive
1697,Needful Things
1698,Cujo
1699,Children of the Corn
1700,All Dogs Go to Heaven
1701,The Addams Family
1702,Ever After: A Cinderella Story
1703,Snake Eyes
1704,Safe Men
1705,Atlantic City
1706,Autumn Sonata
1707,Who's Afraid of Virginia Woolf?
1708,Adventures in Babysitting
1709,Weird Science
1710,Doctor Dolittle
1711,The Nutty Professor
1712,Charlotte's Web
1713,Watership Down
1714,The Secret of NIMH
1715,The Dark Crystal
1716,An American Tail
1717,An American Tail: Fievel Goes West
1718,Legend
1719,Sixteen Candles
1720,Pretty in Pink
1721,St. Elmo's Fire
1722,The Clan of the Cave Bear
1723,House
1724,House II: The Second Story
1725,The Gods Must Be Crazy
1726,The Gods Must Be Crazy II
1727,Air Bud: Golden Receiver
1728,The Avengers
1729,How Stella Got Her Groove Back
1730,Slums of Beverly Hills
1731,Henry: Portrait of a Serial Killer
1732,Rosemary's Baby
1733,The NeverEnding Story
1734,The Neverending Story II: The Next Chapter
1735,Attack of the Killer Tomatoes!
1736,Surf Nazis Must Die
1737,Your Friends & Neighbors
1738,Return to Paradise
1739,Blade
1740,Dance with Me
1741,Dead Man on Campus
1742,Wrongfully Accused
1743,Next Stop Wonderland
1744,The Navigator: A Medieval Odyssey
1745,Beetlejuice
1746,Rope
1747,Family Plot
1748,Frenzy
1749,Torn Curtain
1750,Marnie
1751,The Wrong Man
1752,The Man Who Knew Too Much
1753,The Trouble with Harry
1754,Strangers on a Train
1755,Stage Fright
1756,54
1757,I Married a Strange Person!
1758,Why Do Fools Fall In Love
1759,Keep the Aspidistra Flying
1760,Willow
1761,The Untouchables
1762,Dirty Work
1763,Firelight
1764,Under Capricorn
1765,The Paradine Case
1766,Lifeboat
1767,Shadow of a Doubt
1768,Saboteur
1769,Mr. & Mrs. Smith
1770,Suspicion
1771,Jamaica Inn
1772,The Lady Vanishes
1773,Sabotage
1774,The Man Who Knew Too Much
1775,Number Seventeen
1776,Rich and Strange
1777,Murder!
1778,Blackmail
1779,The Lodger: A Story of the London Fog
1780,Rounders
1781,Cube
1782,Simon Birch
1783,Without Limits
1784,Seven Beauties
1785,Swept Away
1786,My Bodyguard
1787,Class
1788,Broadcast News
1789,The Allnighter
1790,Working Girl
1791,Stars & Bars
1792,Married to the Mob
1793,Say Anything...
1794,My Blue Heaven
1795,Men Don't Leave
1796,Hero
1797,Toys
1798,Choices
1799,Young Doctors in Love
1800,Parasite
1801,No Small Affair
1802,Blame It on Rio
1803,Wisdom
1804,One Crazy Summer
1805,About Last Night...
1806,The Seventh Sign
1807,We're No Angels
1808,Nothing but Trouble
1809,The Butcher's Wife
1810,Mortal Thoughts
1811,A Few Good Men
1812,Indecent Proposal
1813,Permanent Midnight
1814,One True Thing
1815,Rush Hour
1816,Six-String Samurai
1817,A Soldier's Daughter Never Cries
1818,Ronin
1819,Urban Legend
1820,Clay Pigeons
1821,Pecker
1822,The Sheltering Sky
1823,Bandit Queen
1824,If....
1825,The Fiendish Plot of Dr. Fu Manchu
1826,Them!
1827,The Thing
1828,The Player
1829,Stardust Memories
1830,Edward Scissorhands
1831,Overnight Delivery
1832,Antz
1833,The Impostors
1834,A Night at the Roxbury
1835,What Dreams May Come
1836,The Producers
1837,History of the World: Part I
1838,My Cousin Vinny
1839,Nashville
1840,Love Is the Devil: Study for a Portrait of Francis Bacon
1841,Slam
1842,Holy Man
1843,One Tough Cop
1844,The Mighty
1845,2010
1846,Children of a Lesser God
1847,The Elephant Man
1848,Beloved
1849,Bride of Chucky
1850,Practical Magic
1851,Happiness
1852,Apt Pupil
1853,Pleasantville
1854,Soldier
1855,The Cruise
1856,Life Is Beautiful
1857,Orgazmo
1858,Tales from the Darkside: The Movie
1859,Vampires
1860,American History X
1861,Hands on a Hard Body: The Documentary
1862,Living Out Loud
1863,Gods and Monsters
1864,The Siege
1865,The Waterboy
1866,Elizabeth
1867,Velvet Goldmine
1868,I Still Know What You Did Last Summer
1869,I'll Be Home for Christmas
1870,Meet Joe Black
1871,Hard Core Logo
1872,Runaway Train
1873,Desert Bloom
1874,The Stepford Wives
1875,The Pope of Greenwich Village
1876,Sid & Nancy
1877,Mona Lisa
1878,Heart Condition
1879,Nights of Cabiria
1880,The Big Chill
1881,Enemy of the State
1882,The Rugrats Movie
1883,A Bug's Life
1884,Celebrity
1885,Central Station
1886,Waking Ned
1887,The Celebration
1888,Pink Flamingos
1889,Glen or Glenda
1890,Godzilla
1891,Godzilla 1985
1892,King Kong vs. Godzilla
1893,King Kong
1894,King Kong
1895,King Kong Lives
1896,Desperately Seeking Susan
1897,The Emerald Forest
1898,Fletch
1899,Fletch Lives
1900,Red Sonja
1901,Gung Ho
1902,The Money Pit
1903,A View to a Kill
1904,Lifeforce
1905,Police Academy
1906,Police Academy 2: Their First Assignment
1907,Police Academy 3: Back in Training
1908,Police Academy 4: Citizens on Patrol
1909,Police Academy 5: Assignment Miami Beach
1910,Police Academy 6: City Under Siege
1911,Babe: Pig in the City
1912,Home Fries
1913,Ringmaster
1914,Very Bad Things
1915,Steam: The Turkish Bath
1916,Psycho
1917,Little Voice
1918,A Simple Plan
1919,Jack Frost
1920,Star Trek: Insurrection
1921,The Prince of Egypt
1922,Rushmore
1923,Shakespeare in Love
1924,Mass Appeal
1925,Miracle on 34th Street
1926,Santa Claus: The Movie
1927,Prancer
1928,Pale Rider
1929,Rambo: First Blood Part II
1930,First Blood
1931,Rambo III
1932,The Jewel of the Nile
1933,Romancing the Stone
1934,Cocoon
1935,Cocoon: The Return
1936,Rocky II
1937,Rocky III
1938,Rocky IV
1939,Rocky V
1940,Clue
1941,Young Sherlock Holmes
1942,Violets Are Blue
1943,Back to School
1944,Heartburn
1945,Nothing in Common
1946,Extremities
1947,The Karate Kid
1948,"The Karate Kid, Part II"
1949,"The Karate Kid, Part III"
1950,National Lampoon's Christmas Vacation
1951,You've Got Mail
1952,The General
1953,The Thin Red Line
1954,The Faculty
1955,Mighty Joe Young
1956,Mighty Joe Young
1957,Patch Adams
1958,Stepmom
1959,A Civil Action
1960,Down in the Delta
1961,Hurlyburly
1962,Tea with Mussolini
1963,Wilde
1964,Outside Ozona
1965,Affliction
1966,Another Day in Paradise
1967,The Hi-Lo Country
1968,Hilary and Jackie
1969,Playing by Heart
1970,At First Sight
1971,In Dreams
1972,Varsity Blues
1973,Virus
1974,The Garbage Pail Kids Movie
1975,Howard the Duck
1976,The Gate
1977,The Boy Who Could Fly
1978,The Fly
1979,The Fly
1980,The Fly II
1981,Running Scared
1982,Armed and Dangerous
1983,The Texas Chain Saw Massacre
1984,The Texas Chainsaw Massacre 2
1985,Leatherface: Texas Chainsaw Massacre III
1986,Texas Chainsaw Massacre: The Next Generation
1987,Ruthless People
1988,Trick or Treat
1989,Deadly Friend
1990,The Name of the Rose
1991,Jumpin' Jack Flash
1992,Peggy Sue Got Married
1993,Crocodile Dundee
1994,Crocodile Dundee II
1995,Tough Guys
1996,Soul Man
1997,The Color of Money
1998,52 Pick-Up
1999,Heartbreak Ridge
2000,¡Three Amigos!
2001,Gloria
2002,My Name Is Joe
2003,Still Crazy
2004,The Day of the Beast
2005,She's All That
2006,The 24 Hour Woman
2007,"Blood, Guts, Bullets and Octane"
2008,Peeping Tom
2009,Payback
2010,Simply Irresistible
2011,20 Dates
2012,Comedian Harmonists
2013,The Last Days
2014,Fantastic Planet
2015,Blast from the Past
2016,Message in a Bottle
2017,My Favorite Martian
2018,"God Said, 'Ha!'"
2019,Jawbreaker
2020,October Sky
2021,Office Space
2022,200 Cigarettes
2023,8MM
2024,The Other Sister
2025,Breakfast of Champions
2026,The Long Goodbye
2027,Pet Sematary
2028,Pet Sematary II
2029,Children of the Corn II: The Final Sacrifice
2030,Children of the Corn III: Urban Harvest
2031,Christine
2032,Night Shift
2033,House on Haunted Hill
2034,Airport
2035,Airport 1975
2036,Airport '77
2037,Rollercoaster
2038,The Towering Inferno
2039,Alligator
2040,Meteor
2041,Westworld
2042,Logan's Run
2043,Planet of the Apes
2044,Beneath the Planet of the Apes
2045,Battle for the Planet of the Apes
2046,Conquest of the Planet of the Apes
2047,Escape from the Planet of the Apes
2048,Avalanche
2049,Earthquake
2050,The Concorde... Airport '79
2051,Beyond the Poseidon Adventure
2052,Analyze This
2053,The Corruptor
2054,Cruel Intentions
2055,"Lock, Stock and Two Smoking Barrels"
2056,Relax... It's Just Sex
2057,The Deep End of the Ocean
2058,The Rage: Carrie 2
2059,Wing Commander
2060,The Haunting
2061,Dead Ringers
2062,My Boyfriend's Back
2063,Village of the Damned
2064,Children of the Damned
2065,Baby Geniuses
2066,I Stand Alone
2067,Forces of Nature
2068,The King and I
2069,Ravenous
2070,True Crime
2071,Bandits
2072,Dangerous Beauty
2073,The King and I
2074,Doug's 1st Movie
2075,Edtv
2076,The Mod Squad
2077,Among Giants
2078,A Walk on the Moon
2079,The Matrix
2080,10 Things I Hate About You
2081,Tango
2082,The Out-of-Towners
2083,The Dreamlife of Angels
2084,Metroland
2085,Following
2086,Go
2087,Never Been Kissed
2088,Twin Dragons
2089,Cookie's Fortune
2090,Lovers of the Arctic Circle
2091,Goodbye Lover
2092,Life
2093,Friends & Lovers
2094,Hideous Kinky
2095,Open Your Eyes
2096,SLC Punk
2097,Lost & Found
2098,Pushing Tin
2099,Election
2100,eXistenZ
2101,Entrapment
2102,Idle Hands
2103,Get Real
2104,The King of Masks
2105,Three Seasons
2106,The Winslow Boy
2107,Mildred Pierce
2108,Night of the Comet
2109,My Science Project
2110,Dick Tracy
2111,The Mummy
2112,The Castle
2113,This Is My Father
2114,Xiu Xiu: The Sent-Down Girl
2115,A Midsummer Night's Dream
2116,After Life
2117,Black Mask
2118,Edge of Seventeen
2119,Endurance
2120,Star Wars: Episode I - The Phantom Menace
2121,The Love Letter
2122,Besieged
2123,Frogs for Snakes
2124,The Mummy
2125,The Mummy
2126,The Mummy's Curse
2127,The Mummy's Ghost
2128,The Mummy's Hand
2129,The Mummy's Tomb
2130,Mommie Dearest
2131,Superman
2132,Superman II
2133,Superman III
2134,Superman IV: The Quest for Peace
2135,Dracula
2136,House of Frankenstein
2137,Frankenstein
2138,Son of Frankenstein
2139,The Ghost of Frankenstein
2140,Frankenstein Meets the Wolf Man
2141,The Curse of Frankenstein
